incident_id,date,description,city,state,location,attack_type,ideology,group,case_number,heat_map_id,source,processed_date,predicted_term,predicted_term_machine,confidence,base_similarity,frequency_in_training,related_terms,method,secondary_matches,manual_term,is_correct,confidence_level,year,month,quarter,description_short
66813,2024-04-27,An individual menacingly followed a visibly Jewish individual while making comments about Palestinians.,Bronx,New York,"Bronx, New York",Antisemitic Incident: Harassment,,,137689,66813,raw,2025-12-16,Zionazi,Slogans / Code words,0.4514946583112081,0.4511613249778747,0,[],graph_enhanced,"[{'term': 'Brother Nathanael', 'score': 0.4469969868659973}, {'term': 'Jewish Supremacism: My Awakening on the Jewish Question', 'score': 0.44439810514450073}]",Antisemitism,0,Low,2024,4,2,An individual menacingly followed a visibly Jewish individual while making comments about Palestinians.
67163,2024-07-08,"Individuals associated with the antisemitic Goyim Defense League distributed fliers in a residential area that read: ""Every single aspect of mass immigration is Jewish.""",Richland,Washington,"Richland, Washington",Antisemitic Incident: Harassment,Right Wing (White Supremacist),Goyim Defense League (GDL),137698,67163,raw,2025-12-16,Da Goyim Know,Slogans / Code words,0.6611503326098124,0.6274836659431458,0,[],graph_enhanced,"[{'term': 'Goyim Defense League', 'score': 0.6016717553138733}, {'term': 'Open borders for Israel', 'score': 0.599113941192627}]",Antisemitism,0,Medium,2024,7,3,"Individuals associated with the antisemitic Goyim Defense League distributed fliers in a residential area that read: ""Every single aspect of mass immigration is Jewish."""
66063,2024-06-30,"A sticker was pasted on a building that read: ""Glory for eternity to the martyrs"" in Arabic with the logo of the US State Department-designated terrorist group the Popular Front for the Liberation of Palestine.",Manhattan,New York,"Manhattan, New York",Antisemitic Incident: Vandalism,,,137699,66063,raw,2025-12-16,Sieg Heil symbol,Slogans / Code words,0.5203958395322164,0.5200625061988831,0,[],graph_enhanced,"[{'term': 'Black flags', 'score': 0.518324613571167}, {'term': 'The Popular Front for the Liberation of Palestine', 'score': 0.5161847472190857}]",Antisemitism,0,Medium,2024,6,2,"A sticker was pasted on a building that read: ""Glory for eternity to the martyrs"" in Arabic with the logo of the US State Department-designated terrorist group the Popular Front for the Liberation of Palestine."
67154,2024-07-07,"A business establishment was vandalized with a swastika and: ""Helter Skelter.""",Portland,Oregon,"Portland, Oregon",Antisemitic Incident: Vandalism,,,137701,67154,raw,2025-12-16,Hakenkreuz Skinheads,Groups / Movements,0.5273311379750569,0.5269978046417236,0,[],graph_enhanced,"[{'term': 'Operation Kristallnacht', 'score': 0.5102716684341431}, {'term': 'Swastika', 'score': 0.5040911436080933}]",Antisemitism,0,Medium,2024,7,3,"A business establishment was vandalized with a swastika and: ""Helter Skelter."""
69623,2024-07-08,"Fliers were reportedly placed around a residential area that read: ""Antizionist area"" with an image of an Israeli flag crossed out and half of a swastika.",Thornton,Colorado,"Thornton, Colorado",Antisemitic Incident: Harassment,,,137704,69623,raw,2025-12-16,Zionazi,Slogans / Code words,0.5789586547215779,0.5786253213882446,0,[],graph_enhanced,"[{'term': 'Operation Kristallnacht', 'score': 0.5668632984161377}, {'term': 'Stop Zionist Hate', 'score': 0.557305634021759}]",Antisemitism,0,Medium,2024,7,3,"Fliers were reportedly placed around a residential area that read: ""Antizionist area"" with an image of an Israeli flag crossed out and half of a swastika."
66064,2024-06-27,A swastika was spray-painted on a church.,East Northport,New York,"East Northport, New York",Antisemitic Incident: Vandalism,,,137710,66064,raw,2025-12-16,Swastika,Numbers / Symbols,0.578402157942454,0.5447354912757874,0,[],graph_enhanced,"[{'term': 'Burning Neo-Nazi Symbols', 'score': 0.5226863622665405}, {'term': 'Operation Kristallnacht', 'score': 0.49506282806396484}]",Antisemitism,0,Medium,2024,6,2,A swastika was spray-painted on a church.
67131,2024-07-03,Headstones at a Jewish cemetery were vandalized.,Egg Harbor,New Jersey,"Egg Harbor, New Jersey",Antisemitic Incident: Vandalism,,,137720,67131,raw,2025-12-16,James von Brunn,People,0.4155048373540242,0.4151715040206909,0,[],graph_enhanced,"[{'term': 'Operation Kristallnacht', 'score': 0.3972814083099365}, {'term': 'Jersey City Kosher Market Shooting', 'score': 0.3968682587146759}]",Antisemitism,0,Low,2024,7,3,Headstones at a Jewish cemetery were vandalized.
69624,2024-07-08,Stickers with anti-Israel messages were placed on a sign from a Jewish organization advocating against antisemitism.,South Orange,New Jersey,"South Orange, New Jersey",Antisemitic Incident: Vandalism,,,137716,69624,raw,2025-12-16,Zionazi,Slogans / Code words,0.6189123037656148,0.6185789704322815,0,[],graph_enhanced,"[{'term': 'Antisemitism', 'score': 0.5588287115097046}, {'term': '((()))', 'score': 0.5550782680511475}]",Antisemitism,0,Medium,2024,7,3,Stickers with anti-Israel messages were placed on a sign from a Jewish organization advocating against antisemitism.
66065,2024-06-18,A swastika was painted on the ground in front of a Jewish-owned business.,Mountainside,New Jersey,"Mountainside, New Jersey",Antisemitic Incident: Vandalism,,,137722,66065,raw,2025-12-16,Swastika,Numbers / Symbols,0.5844049139022827,0.5174049139022827,0,[],graph_enhanced,"[{'term': 'Burning Neo-Nazi Symbols', 'score': 0.4620891809463501}, {'term': 'Imperial German Flag (symbol)', 'score': 0.4347999691963196}]",Antisemitism,0,Medium,2024,6,2,A swastika was painted on the ground in front of a Jewish-owned business.
69626,2024-07-06,An individual made threatening antisemitic social media posts targeting the local Jewish community.,Brick,New Jersey,"Brick, New Jersey",Antisemitic Incident: Harassment,,,137721,69626,raw,2025-12-16,Stop Zionist Hate,Groups / Movements,0.5668987277348836,0.5665653944015503,0,[],graph_enhanced,"[{'term': 'Jon Minadeo II', 'score': 0.5327205657958984}, {'term': 'Antisemitism', 'score': 0.5252944827079773}]",Antisemitism,0,Medium,2024,7,3,An individual made threatening antisemitic social media posts targeting the local Jewish community.
67157,2024-07-08,"An individual displayed their swastika and ""White Pride"" tattoo in a store.",San Diego,California,"San Diego, California",Antisemitic Incident: Harassment,,,137723,67157,raw,2025-12-16,HATE (symbol),Numbers / Symbols,0.6060366911888122,0.5390366911888123,0,[],graph_enhanced,"[{'term': 'Swastika', 'score': 0.5155848860740662}, {'term': 'Burning Neo-Nazi Symbols', 'score': 0.4708302617073059}]",Antisemitism,0,Medium,2024,7,3,"An individual displayed their swastika and ""White Pride"" tattoo in a store."
67168,2024-07-09,"A sticker that read: ""From the river to the sea,"" a slogan commonly used to call for an end of the Jewish state, was placed on a Jewish community center.",Marblehead,Massachusetts,"Marblehead, Massachusetts",Antisemitic Incident: Vandalism,,,137724,67168,raw,2025-12-16,Open borders for Israel,Slogans / Code words,0.6043185276985168,0.5373185276985168,0,[],graph_enhanced,"[{'term': 'Zionazi', 'score': 0.5169838070869446}, {'term': 'Sieg Heil symbol', 'score': 0.5116661787033081}]",Antisemitism,0,Medium,2024,7,3,"A sticker that read: ""From the river to the sea,"" a slogan commonly used to call for an end of the Jewish state, was placed on a Jewish community center."
67165,2024-07-09,"An individual said, ""Friends with Hitler,"" at a synagogue.",Santa Monica,California,"Santa Monica, California",Antisemitic Incident: Harassment,,,137727,67165,raw,2025-12-16,Ernst Zundel,People,0.5456367098490397,0.511970043182373,0,[],graph_enhanced,"[{'term': 'Synagogue of Satan', 'score': 0.503562331199646}, {'term': 'Henry Herskovitz', 'score': 0.49996596574783325}]",Antisemitism,0,Medium,2024,7,3,"An individual said, ""Friends with Hitler,"" at a synagogue."
67166,2024-07-09,"An individual said, ""F the Jews,"" at a grocery store.",Santa Monica,California,"Santa Monica, California",Antisemitic Incident: Harassment,,,137725,67166,raw,2025-12-16,Jew-ish,Slogans / Code words,0.5674549304644266,0.53378826379776,0,[],graph_enhanced,"[{'term': 'Jersey City Kosher Market Shooting', 'score': 0.518498420715332}, {'term': 'Da Goyim Know', 'score': 0.4803702235221863}]",Antisemitism,0,Medium,2024,7,3,"An individual said, ""F the Jews,"" at a grocery store."
67169,2024-07-09,"An individual received text messages from an unknown source that read: ""Go burn in an oven like you sic ancestors"" and ""Worthless Jew.""",Montgomery County,Maryland,"Montgomery County, Maryland",Antisemitic Incident: Harassment,,,137726,67169,raw,2025-12-16,Da Goyim Know,Slogans / Code words,0.4835048281351725,0.4498381614685058,0,[],graph_enhanced,"[{'term': 'Burning Neo-Nazi Symbols', 'score': 0.4363783895969391}, {'term': 'Muh Holocaust', 'score': 0.4300958216190338}]",Antisemitism,0,Low,2024,7,3,"An individual received text messages from an unknown source that read: ""Go burn in an oven like you sic ancestors"" and ""Worthless Jew."""
67147,2024-07-06,"""Hitler Street"" was spray-painted into a sidewalk in a residential area.",College Park,Maryland,"College Park, Maryland",Antisemitic Incident: Vandalism,,,137731,67147,raw,2025-12-16,Operation Kristallnacht,Incidents / Events,0.5408795717557271,0.5405462384223938,0,[],graph_enhanced,"[{'term': 'Hakenkreuz Skinheads', 'score': 0.5318242311477661}, {'term': 'Richard Baumhammers', 'score': 0.5209779739379883}]",Antisemitism,0,Medium,2024,7,3,"""Hitler Street"" was spray-painted into a sidewalk in a residential area."
66066,2024-06-25,"An individual approached two Jewish people in a coffee shop who were discussing a recent attack on a synagogue and said, ""You people, I hope you all die.""",Berkeley,California,"Berkeley, California",Antisemitic Incident: Harassment,,,137740,66066,raw,2025-12-16,Da Goyim Know,Slogans / Code words,0.5532868467966715,0.5196201801300049,0,[],graph_enhanced,"[{'term': 'Jersey City Kosher Market Shooting', 'score': 0.5062311291694641}, {'term': 'Screw your optics', 'score': 0.49441948533058167}]",Antisemitism,0,Medium,2024,6,2,"An individual approached two Jewish people in a coffee shop who were discussing a recent attack on a synagogue and said, ""You people, I hope you all die."""
67170,2024-07-09,"After noticing the Star of David hanging from a driver's rear-view mirror, another driver performed a Nazi salute and swerved into the victim's lane.",Austin,Texas,"Austin, Texas",Antisemitic Incident: Harassment,,,137744,67170,raw,2025-12-16,Burning Neo-Nazi Symbols,Numbers / Symbols,0.5322189890543619,0.4985523223876953,0,[],graph_enhanced,"[{'term': 'Screw your optics', 'score': 0.4767143726348877}, {'term': 'Sonnenrad', 'score': 0.4692384600639343}]",Antisemitism,0,Medium,2024,7,3,"After noticing the Star of David hanging from a driver's rear-view mirror, another driver performed a Nazi salute and swerved into the victim's lane."
69627,2024-07-09,"A Jewish individual received a comment on a non-political social media post that read: ""Maybe try not being a Zionist I heard that helps.""",Cheshire,Connecticut,"Cheshire, Connecticut",Antisemitic Incident: Harassment,,,137752,69627,raw,2025-12-16,Zionazi,Slogans / Code words,0.6429480873743693,0.6092814207077026,0,[],graph_enhanced,"[{'term': 'Stop Zionist Hate', 'score': 0.5953842401504517}, {'term': 'Jew-ish', 'score': 0.5455371737480164}]",Antisemitism,0,Medium,2024,7,3,"A Jewish individual received a comment on a non-political social media post that read: ""Maybe try not being a Zionist I heard that helps."""
67149,2024-07-06,"An individual submitted threatening and antisemitic messages to a synagogue's online contact form that included: ""I hate you people...Starving people in Palestine. Great job.""",Englewood,New Jersey,"Englewood, New Jersey",Antisemitic Incident: Harassment,,,137761,67149,raw,2025-12-16,Stop Zionist Hate,Groups / Movements,0.5500244739850362,0.5496911406517029,0,[],graph_enhanced,"[{'term': 'Antisemitism', 'score': 0.49801307916641235}, {'term': 'Jon Minadeo II', 'score': 0.48998379707336426}]",Antisemitism,0,Medium,2024,7,3,"An individual submitted threatening and antisemitic messages to a synagogue's online contact form that included: ""I hate you people...Starving people in Palestine. Great job."""
67159,2024-07-08,"A Jewish individual received a threatening antisemitic email that read: ""We hate Israel and Israelian sic people and you must know we will kill you relentlessly once we catch you.""",Paramus,New Jersey,"Paramus, New Jersey",Antisemitic Incident: Harassment,,,137762,67159,raw,2025-12-16,Zionazi,Slogans / Code words,0.5453945639928182,0.5450612306594849,0,[],graph_enhanced,"[{'term': 'Stop Zionist Hate', 'score': 0.5399384498596191}, {'term': 'Antisemitism', 'score': 0.5367068648338318}]",Antisemitism,0,Medium,2024,7,3,"A Jewish individual received a threatening antisemitic email that read: ""We hate Israel and Israelian sic people and you must know we will kill you relentlessly once we catch you."""
69628,2024-04-26,"Graffiti was spray-painted on structures related to an anti-Israel installation at Rice University that read: ""LONG LIVE THE RESISTANCE,"" a slogan commonly used to support Hamas's antisemitic October 7, 2023, terrorist attack.",Houston,Texas,"Houston, Texas",Antisemitic Incident: Vandalism,,,137932,69628,raw,2025-12-16,Zionazi,Slogans / Code words,0.5852663758595784,0.5849330425262451,0,[],graph_enhanced,"[{'term': 'White Aryan Resistance (prison gang)', 'score': 0.523858904838562}, {'term': 'Silent Aryan Warriors', 'score': 0.5192617177963257}]",Antisemitism,0,Medium,2024,4,2,"Graffiti was spray-painted on structures related to an anti-Israel installation at Rice University that read: ""LONG LIVE THE RESISTANCE,"" a slogan commonly used to support Hamas's antisemitic October 7, 2023, terrorist attack."
64934,2024-04-25,"""Free Palestine, from the river to the sea,"" a slogan commonly used as a call to end the Jewish state, was written in chalk on the campus of Auburn University.",Auburn,Alabama,"Auburn, Alabama",Antisemitic Incident: Harassment,,,137937,64934,raw,2025-12-16,Open borders for Israel,Slogans / Code words,0.5918135924339294,0.5248135924339294,0,[],graph_enhanced,"[{'term': 'Zionazi', 'score': 0.4985488951206207}, {'term': 'Free the Boys', 'score': 0.4825460910797119}]",Antisemitism,0,Medium,2024,4,2,"""Free Palestine, from the river to the sea,"" a slogan commonly used as a call to end the Jewish state, was written in chalk on the campus of Auburn University."
65093,2024-03-01,"""Long live the Intifada,"" a slogan commonly used as a call for violence against Israel and the Jewish community, was written in chalk on the University of Wisconsin, Madison campus.",Madison,Wisconsin,"Madison, Wisconsin",Antisemitic Incident: Harassment,,,137839,65093,raw,2025-12-16,Sieg Heil symbol,Slogans / Code words,0.5572854243914286,0.523618757724762,0,[],graph_enhanced,"[{'term': 'Blut und Ehre', 'score': 0.4973661005496979}, {'term': 'Israel United in Christ', 'score': 0.47808632254600525}]",Antisemitism,0,Medium,2024,3,1,"""Long live the Intifada,"" a slogan commonly used as a call for violence against Israel and the Jewish community, was written in chalk on the University of Wisconsin, Madison campus."
64929,2024-04-16,"Individuals bought tickets for an event featuring an Israeli politician at the University of Michigan using antisemitic names, including: ""Nazis Jews"" and ""Kill Jews.""",Ann Arbor,Michigan,"Ann Arbor, Michigan",Antisemitic Incident: Harassment,,,137827,64929,raw,2025-12-16,Name the Nose tour,Incidents / Events,0.560323024113973,0.5599896907806396,0,[],graph_enhanced,"[{'term': 'Zionazi', 'score': 0.5166179537773132}, {'term': 'Jew coup', 'score': 0.49968236684799194}]",Antisemitism,0,Medium,2024,4,2,"Individuals bought tickets for an event featuring an Israeli politician at the University of Michigan using antisemitic names, including: ""Nazis Jews"" and ""Kill Jews."""
64789,2024-03-12,"A sign at the University of Texas, Austin's Hillel was vandalized with graffiti that read: ""Free Palestine.""",Austin,Texas,"Austin, Texas",Antisemitic Incident: Vandalism,,,137834,64789,raw,2025-12-16,Zionazi,Slogans / Code words,0.4615862015088399,0.4612528681755066,0,[],graph_enhanced,"[{'term': 'Stop Zionist Hate', 'score': 0.4277012050151825}, {'term': 'Palestinian Islamic Jihad', 'score': 0.4272470474243164}]",Antisemitism,0,Low,2024,3,1,"A sign at the University of Texas, Austin's Hillel was vandalized with graffiti that read: ""Free Palestine."""
66067,2024-05-02,"A message was written in chalk on the ground in front of the Bryn Mawr College Library that read: ""No more money 4 Israel's crime"" with the ""a"" in ""Israel"" replaced by a Star of David.",Bryn Mawr,Pennsylvania,"Bryn Mawr, Pennsylvania",Antisemitic Incident: Harassment,,,137991,66067,raw,2025-12-16,Zionazi,Slogans / Code words,0.4536015652815501,0.4199348986148834,0,[],graph_enhanced,"[{'term': 'Open borders for Israel', 'score': 0.4169972240924835}, {'term': 'Inverted Red Triangle', 'score': 0.4167693257331848}]",Antisemitism,0,Low,2024,5,2,"A message was written in chalk on the ground in front of the Bryn Mawr College Library that read: ""No more money 4 Israel's crime"" with the ""a"" in ""Israel"" replaced by a Star of David."
65408,2024-05-01,"At an anti-Israel encampment organized by Trinity Students Faculty for Justice in Palestine at Trinity College, protesters displayed a banner that read: ""The Intifada is global,"" a slogan commonly used to call for violence against Israel and the Jewish community.",Hartford,Connecticut,"Hartford, Connecticut",Antisemitic Incident: Harassment,,,137996,65408,raw,2025-12-16,Zionazi,Slogans / Code words,0.5122120621999104,0.5118787288665771,0,[],graph_enhanced,"[{'term': '""Pestilence from Heaven""', 'score': 0.49661731719970703}, {'term': 'Israel United in Christ', 'score': 0.48998939990997314}]",Antisemitism,0,Medium,2024,5,2,"At an anti-Israel encampment organized by Trinity Students Faculty for Justice in Palestine at Trinity College, protesters displayed a banner that read: ""The Intifada is global,"" a slogan commonly used to call for violence against Israel and the Jewish community."
66068,2024-05-04,An individual performed a Nazi salute and punched a student in the face at Syracuse University.,Syracuse,New York,"Syracuse, New York",Antisemitic Incident: Assault,,,137997,66068,raw,2025-12-16,Hitler salute,Numbers / Symbols,0.505124684492747,0.4714580178260803,0,[],graph_enhanced,"[{'term': 'Richard Baumhammers', 'score': 0.4129151999950409}, {'term': 'Sturmabteilung Symbol', 'score': 0.36016884446144104}]",Antisemitism,0,Medium,2024,5,2,An individual performed a Nazi salute and punched a student in the face at Syracuse University.
64914,2024-04-27,"A student wrote a post on the website GreekRank at Indiana University that read: ""Rip down Jew flags.""",Bloomington,Indiana,"Bloomington, Indiana",Antisemitic Incident: Harassment,,,137787,64914,raw,2025-12-16,Burning Neo-Nazi Symbols,Numbers / Symbols,0.5664135777155558,0.5327469110488892,0,[],graph_enhanced,"[{'term': 'Stormfront', 'score': 0.4618470370769501}, {'term': 'Imperial German Flag (symbol)', 'score': 0.45837798714637756}]",Antisemitism,0,Medium,2024,4,2,"A student wrote a post on the website GreekRank at Indiana University that read: ""Rip down Jew flags."""
64915,2024-04-30,An antisemitic letter was sent to the Hillel acapella team at Indiana University.,Bloomington,Indiana,"Bloomington, Indiana",Antisemitic Incident: Harassment,,,137788,64915,raw,2025-12-16,Antisemitism,Key Concepts / Definitions,0.4720024410088857,0.4716691076755523,0,[],graph_enhanced,"[{'term': 'Jewish Supremacism: My Awakening on the Jewish Question', 'score': 0.451042115688324}, {'term': 'Goyim Defense League', 'score': 0.4441968500614166}]",Antisemitism,0,Low,2024,4,2,An antisemitic letter was sent to the Hillel acapella team at Indiana University.
65110,2024-03-11,"A professor at Massachusetts Institute of Technology reportedly made antisemitic comments during a lecture, including calling Israelis ""parasites"" and calling a politician a ""loyal prostitute of Netanyahu"" and ""a treasonous Zionist tool.""",Cambridge,Massachusetts,"Cambridge, Massachusetts",Antisemitic Incident: Harassment,,,137792,65110,raw,2025-12-16,Jewish Supremacism: My Awakening on the Jewish Question,Publications,0.515021109898885,0.5146877765655518,0,[],graph_enhanced,"[{'term': 'Antisemitism', 'score': 0.507664144039154}, {'term': 'Israel Shamir', 'score': 0.5024127960205078}]",Antisemitism,0,Medium,2024,3,1,"A professor at Massachusetts Institute of Technology reportedly made antisemitic comments during a lecture, including calling Israelis ""parasites"" and calling a politician a ""loyal prostitute of Netanyahu"" and ""a treasonous Zionist tool."""
65122,2024-03-20,A student group at Massachusetts Institute of Technology displayed a poster featuring the logo of the antisemitic and anti-Israel U.S.-designated terror group Popular Front for the Liberation of Palestine on their door.,Cambridge,Massachusetts,"Cambridge, Massachusetts",Antisemitic Incident: Harassment,,,137793,65122,raw,2025-12-16,The Popular Front for the Liberation of Palestine,Groups / Movements,0.5125017129580179,0.4788350462913513,0,[],graph_enhanced,"[{'term': 'America First Students', 'score': 0.45901456475257874}, {'term': 'The ""Antifa Manual""', 'score': 0.4563816785812378}]",Antisemitism,0,Medium,2024,3,1,A student group at Massachusetts Institute of Technology displayed a poster featuring the logo of the antisemitic and anti-Israel U.S.-designated terror group Popular Front for the Liberation of Palestine on their door.
65273,2024-04-25,"At an anti-Israel rally organized by Students for Justice in Palestine at the Fashion Institute of Technology, protesters held signs that read: ""From the river to the sea, Palestine will be free,"" a slogan commonly used as a call for an end of the Jewish state.",Manhattan,New York,"Manhattan, New York",Antisemitic Incident: Harassment,,,137922,65273,raw,2025-12-16,Open borders for Israel,Slogans / Code words,0.6060504598617553,0.5390504598617554,0,[],graph_enhanced,"[{'term': 'Zionazi', 'score': 0.5280812978744507}, {'term': 'Free the Boys', 'score': 0.5256370306015015}]",Antisemitism,0,Medium,2024,4,2,"At an anti-Israel rally organized by Students for Justice in Palestine at the Fashion Institute of Technology, protesters held signs that read: ""From the river to the sea, Palestine will be free,"" a slogan commonly used as a call for an end of the Jewish state."
65253,2024-04-24,"At an anti-Israel encampment organized by American Muslims for Palestine and Princeton Israeli Apartheid Divest at Princeton University, protesters displayed a Hezbollah flag. They also held a banner that featured the logo of the antisemitic U.S.-designated terror group Popular Front for the Liberation of Palestine (PFLP) with the message: ""Freedom for Ahmad Sa'adat,"" a leader of the PFLP.",Princeton,New Jersey,"Princeton, New Jersey",Antisemitic Incident: Harassment,,,137925,65253,raw,2025-12-16,The Popular Front for the Liberation of Palestine,Groups / Movements,0.7492317242622375,0.6822317242622375,0,[],graph_enhanced,"[{'term': 'Palestinian Youth Movement (PYM)', 'score': 0.5896626114845276}, {'term': 'Popular Front for the Liberation of Palestine – General Command (PFLP-GC)', 'score': 0.5782022476196289}]",Antisemitism,0,Medium,2024,4,2,"At an anti-Israel encampment organized by American Muslims for Palestine and Princeton Israeli Apartheid Divest at Princeton University, protesters displayed a Hezbollah flag. They also held a banner that featured the logo of the antisemitic U.S.-designated terror group Popular Front for the Liberation of Palestine (PFLP) with the message: ""Freedom for Ahmad Sa'adat,"" a leader of the PFLP."
69629,2024-04-29,"""IsNOTreal"" was written in chalk next to the Holocaust and Genocide Memorial at Sonoma State University.",Rohnert Park,California,"Rohnert Park, California",Antisemitic Incident: Harassment,,,138010,69629,raw,2025-12-16,Z.O.G. (Zionist Occupied Government),"Slogans / Code words, Conspiracy Theories",0.4387679937680562,0.4384346604347229,0,[],graph_enhanced,"[{'term': 'Zionazi', 'score': 0.43804043531417847}, {'term': 'Operation Kristallnacht', 'score': 0.4375419616699219}]",Antisemitism,0,Low,2024,4,2,"""IsNOTreal"" was written in chalk next to the Holocaust and Genocide Memorial at Sonoma State University."
65292,2024-04-25,"A Jewish Northwestern University student wearing a kippah was walking past a dorm when someone yelled, ""You filthy ugly Zionist.""",Evanston,Illinois,"Evanston, Illinois",Antisemitic Incident: Harassment,,,138030,65292,raw,2025-12-16,Zionazi,Slogans / Code words,0.5895786248842875,0.5559119582176208,0,[],graph_enhanced,"[{'term': 'Jew-ish', 'score': 0.49501103162765503}, {'term': 'Jewish Supremacism: My Awakening on the Jewish Question', 'score': 0.47888070344924927}]",Antisemitism,0,Medium,2024,4,2,"A Jewish Northwestern University student wearing a kippah was walking past a dorm when someone yelled, ""You filthy ugly Zionist."""
65357,2024-04-29,"At the anti-Israel encampment organized by Students for Justice in Palestine and the Palestinian Youth Movement at the University of California, Riverside, protesters displayed messages that included: ""Zionism is racism is fascism,"" and chanted, ""Who is the Intifada? We are the Intifada.""",Riverside,California,"Riverside, California",Antisemitic Incident: Harassment,,,137975,65357,raw,2025-12-16,Zionazi,Slogans / Code words,0.5761429909070332,0.5758096575737,0,[],graph_enhanced,"[{'term': 'Israel United in Christ', 'score': 0.5295004844665527}, {'term': 'Palestinian Islamic Jihad', 'score': 0.5238532423973083}]",Antisemitism,0,Medium,2024,4,2,"At the anti-Israel encampment organized by Students for Justice in Palestine and the Palestinian Youth Movement at the University of California, Riverside, protesters displayed messages that included: ""Zionism is racism is fascism,"" and chanted, ""Who is the Intifada? We are the Intifada."""
69630,2024-04-30,"A teaching assistant at Bucknell University made antisemitic comments on social media that included glorification of the Holocaust and the October 7, 2023, terrorist attack, which were viewed by a Jewish colleague.",Lewisburg,Pennsylvania,"Lewisburg, Pennsylvania",Antisemitic Incident: Harassment,,,137978,69630,raw,2025-12-16,Gordon Duff,People,0.613888530254364,0.546888530254364,0,[],graph_enhanced,"[{'term': 'Alison Chabloz', 'score': 0.5352369546890259}, {'term': 'John Earnest', 'score': 0.5326423645019531}]",Antisemitism,0,Medium,2024,4,2,"A teaching assistant at Bucknell University made antisemitic comments on social media that included glorification of the Holocaust and the October 7, 2023, terrorist attack, which were viewed by a Jewish colleague."
65152,2024-04-01,"A staff member at Cornell University made antisemitic statements to other staff members, including saying she ""found it hard to care about Jewish students,"" given Israel's response to the October 7, 2023, terrorist attack.",Ithaca,New York,"Ithaca, New York",Antisemitic Incident: Harassment,,,137841,65152,raw,2025-12-16,Antisemitism,Key Concepts / Definitions,0.5449427607854207,0.5446094274520874,0,[],graph_enhanced,"[{'term': 'Zionazi', 'score': 0.5194118022918701}, {'term': 'Israel Shamir', 'score': 0.5177064538002014}]",Antisemitism,0,Medium,2024,4,2,"A staff member at Cornell University made antisemitic statements to other staff members, including saying she ""found it hard to care about Jewish students,"" given Israel's response to the October 7, 2023, terrorist attack."
65199,2024-04-16,"During a political club meeting at the University of Illinois, students said, ""The university and the United States should stop supporting Israel. Jews were greedy for always pandering to the United States for economic support.""",Urbana,Illinois,"Urbana, Illinois",Antisemitic Incident: Harassment,,,138025,65199,raw,2025-12-16,Open borders for Israel,Slogans / Code words,0.5235055350462595,0.4898388683795929,0,[],graph_enhanced,"[{'term': 'Zionazi', 'score': 0.48327288031578064}, {'term': 'Henry Herskovitz', 'score': 0.47086095809936523}]",Antisemitism,0,Medium,2024,4,2,"During a political club meeting at the University of Illinois, students said, ""The university and the United States should stop supporting Israel. Jews were greedy for always pandering to the United States for economic support."""
65245,2024-04-22,"A group of Jewish students at DePaul University chalking the sidewalk and handing out fliers to raise awareness for kidnapping victims of the October 7 Hamas attack were harassed by classmates who wrote: ""Free Gaza"" and ""genocide"" over their chalk display.",Chicago,Illinois,"Chicago, Illinois",Antisemitic Incident: Harassment,,,138027,65245,raw,2025-12-16,Jewish Supremacism: My Awakening on the Jewish Question,Publications,0.4189193192323049,0.4185859858989715,0,[],graph_enhanced,"[{'term': 'Zionazi', 'score': 0.4183059334754944}, {'term': 'Stop Zionist Hate', 'score': 0.40171220898628235}]",Antisemitism,0,Low,2024,4,2,"A group of Jewish students at DePaul University chalking the sidewalk and handing out fliers to raise awareness for kidnapping victims of the October 7 Hamas attack were harassed by classmates who wrote: ""Free Gaza"" and ""genocide"" over their chalk display."
69631,2024-04-25,"An Orthodox Jewish student at Columbia University was harassed by anti-Israel protesters while filming the school's encampment. The protesters chanted, ""We don't want no Zionists here,"" at the student and shouted, ""Pick up the fucking hat I'll fuck you up,"" referring to the student's kippah, which had fallen off.",Manhattan,New York,"Manhattan, New York",Antisemitic Incident: Harassment,,,137771,69631,raw,2025-12-16,Zionazi,Slogans / Code words,0.580766614596049,0.5470999479293823,0,[],graph_enhanced,"[{'term': 'Small HATS BIG problems', 'score': 0.5330550074577332}, {'term': 'Stop Zionist Hate', 'score': 0.47675833106040955}]",Antisemitism,0,Medium,2024,4,2,"An Orthodox Jewish student at Columbia University was harassed by anti-Israel protesters while filming the school's encampment. The protesters chanted, ""We don't want no Zionists here,"" at the student and shouted, ""Pick up the fucking hat I'll fuck you up,"" referring to the student's kippah, which had fallen off."
64911,2024-05-30,Swastika graffiti was found on the DePaul University campus.,Chicago,Illinois,"Chicago, Illinois",Antisemitic Incident: Vandalism,,,137772,64911,raw,2025-12-16,Swastika,Numbers / Symbols,0.5034054183165232,0.4697387516498565,0,[],graph_enhanced,"[{'term': 'Hakenkreuz Skinheads', 'score': 0.4331674575805664}, {'term': 'Burning Neo-Nazi Symbols', 'score': 0.4274286925792694}]",Antisemitism,0,Medium,2024,5,2,Swastika graffiti was found on the DePaul University campus.
